symbol	ensembl
OR10AE3P	ENSG00000272837
CDK4	ENSG00000135446
AMPD3	ENSG00000133805
CBR1	ENSG00000159228
ACTC1	ENSG00000159251
NOX4	ENSG00000086991
CSN3	ENSG00000171209
ATP6AP1	ENSG00000071553
HCVS	
FRA10F	
SLC26A3	ENSG00000091138
FBLN2	ENSG00000163520
COX8A	ENSG00000176340
MMP21	ENSG00000154485
RPS6KA1	
TNNC1	ENSG00000114854
SLC19A3	ENSG00000135917
DNASE1L3	ENSG00000163687
MTF1	ENSG00000188786
ERCC8	ENSG00000049167
B3GAT1	ENSG00000109956
TXK	ENSG00000074966
ESR2	ENSG00000140009
ITGAM	ENSG00000169896
EPAS1	ENSG00000116016
BLVRB	ENSG00000090013
ATP1A2	ENSG00000018625
S1PR3	ENSG00000213694
ACO1	ENSG00000122729
CYB5R3	ENSG00000100243
CYP2D6	
EML1	ENSG00000066629
CCR10	ENSG00000184451
RPL11	ENSG00000142676
UGDH	ENSG00000109814
MT-ND3	ENSG00000198840
MIR155	ENSG00000283904
M6PR	ENSG00000003056
RBFOX1	ENSG00000078328
GNG7	ENSG00000176533
PSMD14	ENSG00000115233
HPCA	ENSG00000121905
DCT	ENSG00000080166
DCTD	ENSG00000129187
CA5B	ENSG00000169239
CCDC70	ENSG00000123171
MIR582	ENSG00000202601
RBL2	ENSG00000103479
PTGIS	ENSG00000124212
ANXA11	ENSG00000122359
GSK3A	ENSG00000105723
CHURC1	ENSG00000258289
ASS1P6	ENSG00000215583
GNAI2	ENSG00000114353
ARR3	ENSG00000120500
NDUFA6	
ARG1	ENSG00000118520
CRYGC	
AXIN2	ENSG00000168646
APLN	ENSG00000171388
MKI67	ENSG00000148773
CASP6	ENSG00000138794
ATP10A	ENSG00000206190
FNTBL1	
GGH	ENSG00000137563
MUC2	
ABCC10	ENSG00000124574
CHRM2	ENSG00000181072
FRA16E	
NT5E	ENSG00000135318
SENP3	ENSG00000161956
GSK3B	ENSG00000082701
COL4A3	ENSG00000169031
IL13RA1	ENSG00000131724
CA12	ENSG00000074410
HPFH2	
CUBN	ENSG00000107611
RPL21	ENSG00000122026
CDK19	ENSG00000155111
CD3D	ENSG00000167286
CFHR4	ENSG00000134365
ERCC4	ENSG00000175595
ASTN2	ENSG00000148219
AOPEP	ENSG00000148120
CRYGD	
CNPY4	ENSG00000166997
UQCRB	ENSG00000156467
KCNJ12	ENSG00000184185
MRPL36	ENSG00000171421
KCNH3	ENSG00000135519
FBXW7	ENSG00000109670
NCOA7	ENSG00000111912
EPCAM	ENSG00000119888
CTF1	ENSG00000150281
OGG1	ENSG00000114026
VEGFB	ENSG00000173511
EIF4G2	ENSG00000110321
UCHL5	ENSG00000116750
IKBKG	ENSG00000269335
BPGM	ENSG00000172331
SLC47A2	ENSG00000180638
H1-1	ENSG00000124610
GABPB1	ENSG00000104064
NDUFS5	ENSG00000168653
GPI	
LYN	ENSG00000254087
EIF4A1	ENSG00000161960
RARRES1	ENSG00000118849
EXT3	
SLC22A17	ENSG00000092096
GNRHR	ENSG00000109163
APCDD1	ENSG00000154856
BTF3P11	
PLAUR	ENSG00000011422
ZAP70	
TNKS2	ENSG00000107854
COL6A1	ENSG00000142156
PTK2	ENSG00000169398
CSH2	ENSG00000213218
CDC25C	ENSG00000158402
PLCE1	ENSG00000138193
NCK1	ENSG00000158092
XPA	ENSG00000136936
CHRFAM7A	
HLA-E	
DDX5	ENSG00000108654
HSP90B2P	ENSG00000259706
RPS11	ENSG00000142534
IL12RB2	ENSG00000081985
TOP1MT	ENSG00000184428
ELF4	ENSG00000102034
HIF1AN	ENSG00000166135
RPS23	ENSG00000186468
KAT2B	ENSG00000114166
ACTN1	ENSG00000072110
FRA20A	
PSMA3	ENSG00000100567
PSMA2	ENSG00000106588
SLC22A5	ENSG00000197375
MIA	ENSG00000261857
FRA12D	
SCGB1A1	ENSG00000149021
CCL17	ENSG00000102970
MAFK	ENSG00000198517
PRKD1	ENSG00000184304
MAGEC1	ENSG00000155495
EBR4	
ASCL1	ENSG00000139352
TBXT	ENSG00000164458
BUB1	ENSG00000169679
PRKACG	ENSG00000165059
APCS	ENSG00000132703
ICOSLG	ENSG00000160223
H1-0	ENSG00000189060
RGL4	ENSG00000159496
POLD2	ENSG00000106628
WRN	ENSG00000165392
XIAP	ENSG00000101966
FUSE	
LAMB2	ENSG00000172037
PSME2	
FAP	ENSG00000078098
JUND	ENSG00000130522
DHCR7	ENSG00000172893
MYH7	ENSG00000092054
LST1	
SAP130	ENSG00000136715
HSPE1	ENSG00000115541
NR1H3	ENSG00000025434
STS	ENSG00000101846
APOC3	ENSG00000110245
C8A	ENSG00000157131
RYR3	ENSG00000198838
ESD	ENSG00000139684
HSPA9	ENSG00000113013
HSPB6	ENSG00000004776
BAX	ENSG00000087088
NDUFA5	ENSG00000128609
PLA2G4A	ENSG00000116711
SFTPA1	ENSG00000122852
RPL36A	ENSG00000241343
DPYSL3	ENSG00000113657
ART1	ENSG00000129744
FRA9E	
ABCG4	ENSG00000172350
CACNG4	ENSG00000075461
UGT2B7	ENSG00000171234
CD8B2	ENSG00000254126
RBMS3	ENSG00000144642
FGFR4	ENSG00000160867
TMCO6	ENSG00000113119
ELF1	ENSG00000120690
COPA	ENSG00000122218
RPS15	ENSG00000115268
HTR1E	ENSG00000168830
COL1A1	ENSG00000108821
GGTL1	
ARF4P1	
KCND1	
FER	ENSG00000151422
FABP3	ENSG00000121769
PTGES	ENSG00000148344
ZNF100	
HOXB3	ENSG00000120093
HOXB4	ENSG00000182742
PPID	ENSG00000171497
ARHGAP5	ENSG00000100852
RARA	ENSG00000131759
RBP3	ENSG00000265203
PARP11	ENSG00000111224
TXNRD1	ENSG00000198431
TUBA1B	ENSG00000123416
ACACA	
NDUFB3	ENSG00000119013
CD72	ENSG00000137101
FABP1	ENSG00000163586
CMR1A	
SLCO1A2	ENSG00000084453
GALR3	ENSG00000128310
MOCS1	ENSG00000124615
C18ORF21	
HR	ENSG00000168453
ERBB2	ENSG00000141736
TNFRSF1A	ENSG00000067182
LAG3	ENSG00000089692
CASP10	ENSG00000003400
PSEN1	ENSG00000080815
DRAM1	ENSG00000136048
ELF5	ENSG00000135374
KIT	ENSG00000157404
FUT2	ENSG00000176920
INSRR	ENSG00000027644
ATF4P1	
AIP	ENSG00000110711
PSEN2	ENSG00000143801
CCL20	ENSG00000115009
COL3A1	
CA14	ENSG00000118298
PRCP	ENSG00000137509
GFAP	ENSG00000131095
SLC26A8	ENSG00000112053
BCYRN1P2	
SULT1A1	
STAT1	ENSG00000115415
COCH	ENSG00000100473
ACTL4	
RGS19	ENSG00000171700
HSD11B1	ENSG00000117594
NUCB2	ENSG00000070081
ACTA1	ENSG00000143632
CGB5	ENSG00000189052
CHEK1	ENSG00000149554
MAN1B1	ENSG00000177239
FDFT1	
GAS6	ENSG00000183087
SCN2B	ENSG00000149575
CP	ENSG00000047457
HIPK2	ENSG00000064393
CEBPA	ENSG00000245848
PDZRN3	ENSG00000121440
TXNIP	ENSG00000265972
CSPG4	ENSG00000173546
CDH13	ENSG00000140945
CACNG7	ENSG00000105605
NECAB1	ENSG00000123119
ZUP1	ENSG00000153975
VDAC1	ENSG00000213585
RASGRP3	ENSG00000152689
UGT2B17	ENSG00000197888
ZNF565	ENSG00000196357
ITGA11	ENSG00000137809
ARVD4	
LRMDA	ENSG00000148655
ATP5F1A	ENSG00000152234
CDK5	ENSG00000164885
TP73	ENSG00000078900
HLA-DPB1	
E4F1	ENSG00000167967
FZD5	ENSG00000163251
NPEPPS	ENSG00000141279
CYP20A1	ENSG00000119004
SLC52A1	ENSG00000132517
DNMT3L	ENSG00000142182
CHRNA1	ENSG00000138435
STRAP	ENSG00000023734
ADGRE2	ENSG00000127507
H2AX	ENSG00000188486
HOXD@	
EGLN1	ENSG00000135766
SLCO4C1	ENSG00000173930
SLC6A11	ENSG00000132164
SERINC5	ENSG00000164300
ADCY1	ENSG00000164742
TLR2	ENSG00000137462
NTRK2	ENSG00000148053
CEACAM5	ENSG00000105388
BNIP1	ENSG00000113734
CYP2R1	ENSG00000186104
IL33	ENSG00000137033
LMNB2	ENSG00000176619
CAV1	ENSG00000105974
CCNG1	ENSG00000113328
TSPEAR	ENSG00000175894
STRBP	ENSG00000165209
DLL4	ENSG00000128917
ADGRE1	ENSG00000174837
NAPEPLD	
IL18R1	ENSG00000115604
RARB	ENSG00000077092
ALDOA	ENSG00000149925
BCL2L11	ENSG00000153094
HDC	ENSG00000140287
GUCY2C	ENSG00000070019
SLC16A1	
NDUFA9	ENSG00000139180
CPSF3	ENSG00000119203
LMNA	ENSG00000160789
CASP2	ENSG00000106144
GHRHR	ENSG00000106128
CSNK2A1	ENSG00000101266
FFAR1	ENSG00000126266
FKBP1AP4	
TSSK2	ENSG00000206203
ALDH7A1	ENSG00000164904
MAFB	ENSG00000204103
LCAT	ENSG00000213398
NAGS	ENSG00000161653
IL17F	ENSG00000112116
CFAP44	ENSG00000206530
TRBV7-9	ENSG00000278030
GALR1	ENSG00000166573
FRA10E	
SLC5A6	ENSG00000138074
EP300	ENSG00000100393
GPR34	ENSG00000171659
TOB1	ENSG00000141232
CHRNA4	ENSG00000101204
SMOX	ENSG00000088826
IKZF1	ENSG00000185811
LGR5	ENSG00000139292
GRIK2	ENSG00000164418
DUSP5	ENSG00000138166
IL1A	ENSG00000115008
IL1R2	ENSG00000115590
CD200	ENSG00000091972
AGXT	ENSG00000172482
N6AMT1	
PRSS1	
ALPI	ENSG00000163295
FABP5	ENSG00000164687
CD86	ENSG00000114013
POM121L2	ENSG00000158553
CDK14	ENSG00000058091
GLCCI1	ENSG00000106415
TRPM8	ENSG00000144481
HSP90AA2P	
ALDH3B2	ENSG00000132746
CDK15	ENSG00000138395
PSMD10P1	
NAIP	
ADAM33	ENSG00000149451
IFNGR1	ENSG00000027697
TPO	ENSG00000115705
SIRT6	ENSG00000077463
BCL9	ENSG00000116128
IFI27	
MVK	ENSG00000110921
TLX2	ENSG00000115297
MUC1	ENSG00000185499
NRP1	ENSG00000099250
OLR1	ENSG00000173391
SAMD3	ENSG00000164483
GLUL	ENSG00000135821
PSMD10	ENSG00000101843
HTR3B	ENSG00000149305
OCLN	
TANC1	ENSG00000115183
TUBA1A	ENSG00000167552
SERPIND1	ENSG00000099937
APBB1	ENSG00000166313
CDKAL1	ENSG00000145996
AMY2A	ENSG00000243480
NCOA1	ENSG00000084676
RPS6KA6	ENSG00000072133
NDUFA7	ENSG00000267855
EPHB1	ENSG00000154928
PIK3C3	ENSG00000078142
CYP11B1	ENSG00000160882
RPSA2	ENSG00000288920
UGGT2	ENSG00000102595
TGFBR2	ENSG00000163513
AHRR	ENSG00000063438
ACOT7	ENSG00000097021
ACSL4	ENSG00000068366
CD247	ENSG00000198821
TNFRSF4	ENSG00000186827
EN1	ENSG00000163064
MT-ND2	ENSG00000198763
HOXB1	ENSG00000120094
CDKN2C	ENSG00000123080
GNGT1	ENSG00000127928
CDC6	ENSG00000094804
PDE7A	ENSG00000205268
EPS15	ENSG00000085832
ENO2	ENSG00000111674
GAPDHL17	
PSMA4	ENSG00000041357
KCNH2	ENSG00000055118
LTC4S	
ICAM3	ENSG00000076662
S1PR5	ENSG00000180739
HSD17B10	ENSG00000072506
ACTB	ENSG00000075624
IFNLR1	ENSG00000185436
P2RX3	ENSG00000109991
MT1A	ENSG00000205362
ANK2	ENSG00000145362
USP2	ENSG00000036672
RPL8	ENSG00000161016
GALT	ENSG00000213930
NFKB1	ENSG00000109320
CDH12	ENSG00000154162
GABRB3	ENSG00000166206
NUP62	ENSG00000213024
LOXL2	ENSG00000134013
FCHSD1	ENSG00000197948
DLG4	ENSG00000132535
P2RY4	ENSG00000186912
RPS15A	ENSG00000134419
ELK3	ENSG00000111145
CTSL	ENSG00000135047
GALNT17	ENSG00000185274
KRAS	ENSG00000133703
ERPL1	
EED	ENSG00000074266
GGT1	ENSG00000100031
TNFRSF17	ENSG00000048462
SLCO1B1	ENSG00000134538
CTSV	ENSG00000136943
PDK2	ENSG00000005882
GSTM3	ENSG00000134202
PTGFR	ENSG00000122420
FAUNA@	
CASP7	ENSG00000165806
EMSY	ENSG00000158636
ATP1B3P1	
RPS24	ENSG00000138326
CAMK2B	ENSG00000058404
ARF5	ENSG00000004059
EDN1	ENSG00000078401
IL1B	ENSG00000125538
CARTPT	ENSG00000164326
BRCA2	ENSG00000139618
TNRC6A	ENSG00000090905
TSLP	ENSG00000145777
SDS	ENSG00000135094
BCL2L10	ENSG00000137875
PRPF31	
BCHE	ENSG00000114200
CD83	ENSG00000112149
GUCY1A1	ENSG00000164116
ABL1	ENSG00000097007
CCL3	
BBS2	ENSG00000125124
NDUFAF4	ENSG00000123545
CD70	ENSG00000125726
TAFA5	ENSG00000219438
PKN3	ENSG00000160447
EDN3	ENSG00000124205
SLC18A1	ENSG00000036565
PRKAG1	ENSG00000181929
HDAC6	ENSG00000094631
CDK6	ENSG00000105810
APOBER1	
ITGB7	ENSG00000139626
KYAT1	
MARK4	ENSG00000007047
BTRC	ENSG00000166167
CAMK4	ENSG00000152495
TUBB1	ENSG00000101162
DNA2	ENSG00000138346
PRSS3	ENSG00000010438
NTS	ENSG00000133636
AGER	
RASGRP1	ENSG00000172575
NUBPL	ENSG00000151413
CCNE1	ENSG00000105173
S1PR1	ENSG00000170989
TPK1	ENSG00000196511
PSMD8	ENSG00000099341
SLC22A12	ENSG00000197891
RPS3A	
GABRG2	ENSG00000113327
EMP1	ENSG00000134531
GAMT	ENSG00000130005
CDK7	
PKLR	
SIAH1	ENSG00000196470
GLT1D1	ENSG00000151948
TMEM167A	ENSG00000174695
PSMB10	ENSG00000205220
SLC10A1	ENSG00000100652
CHST1	ENSG00000175264
TRHR	ENSG00000174417
CDH4	
IL15	ENSG00000164136
F2L	
TDP2	ENSG00000111802
ETV1	ENSG00000006468
SIRT3	ENSG00000142082
USP14	ENSG00000101557
TBL1XR1	ENSG00000177565
PRKAA1	ENSG00000132356
PDCD1LG2	ENSG00000197646
TRBC1	ENSG00000211751
PNPLA3	ENSG00000100344
KLC1	ENSG00000126214
KCNJ6	ENSG00000157542
SCAP	ENSG00000114650
FKBP1A	ENSG00000088832
ABCF1	
ACLY	ENSG00000131473
MT-RNR1	ENSG00000211459
PCYT1B	ENSG00000102230
UOX	
AICDA	ENSG00000111732
SPARC	ENSG00000113140
NEFM	ENSG00000104722
GBE1	ENSG00000114480
ADA	ENSG00000196839
CACNG8	ENSG00000142408
TGFB1	ENSG00000105329
NDUFB11	ENSG00000147123
HNMT	ENSG00000150540
SLC4A8	ENSG00000050438
LIPA	ENSG00000107798
CPA3	ENSG00000163751
SPHK1	ENSG00000176170
OPN1SW	ENSG00000128617
GALNT18	ENSG00000110328
MAP3K5	ENSG00000197442
DRD1	ENSG00000184845
YWHAE	
ALPG	ENSG00000163286
SLC6A1	ENSG00000157103
PTGER1	ENSG00000160951
SYNE3	ENSG00000176438
CSNK2A2	ENSG00000070770
FDPS	ENSG00000160752
IL31	ENSG00000204671
COL5A1	ENSG00000130635
ITGB1	ENSG00000150093
PPP1CA	ENSG00000172531
CXCL8	ENSG00000169429
SOCS3	ENSG00000184557
DYT7	
TFRC	ENSG00000072274
SHMT1	
AXIN1	ENSG00000103126
PIGM	ENSG00000143315
IFNL3	
FES	ENSG00000182511
KCNT2	
CCL1	ENSG00000108702
SKIC3	ENSG00000198677
ALDH7A1P3	
HLA-DQB1	
IL1RAP	ENSG00000196083
FKBP2	ENSG00000173486
ABCC5	ENSG00000114770
DNM1	ENSG00000106976
KCNC4	ENSG00000116396
TRAV29DV5	ENSG00000211810
KCNG4	ENSG00000168418
EXT2	ENSG00000151348
IL18	ENSG00000150782
CALY	ENSG00000130643
NDUFS8	ENSG00000110717
KLK7	ENSG00000169035
ACP3	ENSG00000014257
ZFP36L1	ENSG00000185650
ATP6V1E1	ENSG00000131100
ASMT	
HCP5	
NPPA	ENSG00000175206
SFTPB	ENSG00000168878
SCN9A	ENSG00000169432
PTPA	ENSG00000119383
YWHAG	ENSG00000170027
CTBS	ENSG00000117151
APOA5	ENSG00000110243
BCAR1	ENSG00000050820
CDH1	ENSG00000039068
TRH	ENSG00000170893
EIF2AK2	ENSG00000055332
NR1I2	ENSG00000144852
AMELX	ENSG00000125363
P2RX4	ENSG00000135124
ARHGEF28	ENSG00000214944
MDM2	ENSG00000135679
MMP7	ENSG00000137673
APOC2	ENSG00000234906
OSMR	ENSG00000145623
EYA4	ENSG00000112319
IBA57	ENSG00000181873
FRA7D	
LAMB1	ENSG00000091136
DDX12P	
GADD45G	ENSG00000130222
PRSS53	ENSG00000151006
AKT2	ENSG00000105221
ARL1	ENSG00000120805
MS4A2	ENSG00000149534
CYP11A1	
MTHFR	ENSG00000177000
APEX1	
CYBB	ENSG00000165168
PGA5	ENSG00000256713
KLRD1	ENSG00000134539
F2R	ENSG00000181104
SPHK2	ENSG00000063176
PRTN3	
P2RY14	ENSG00000174944
CTNNA1P1	
GUCY1B1	ENSG00000061918
DNMT3A	ENSG00000119772
HLA-G	
STAB2	ENSG00000136011
ADGRB1	ENSG00000181790
HOXB5	ENSG00000120075
APOBEC3B	ENSG00000179750
LTB4R2	
DMWD	ENSG00000185800
EMP2	ENSG00000213853
CD84	ENSG00000066294
FLT1	ENSG00000102755
ASS1	ENSG00000130707
LRRK2	ENSG00000188906
NR5A1	ENSG00000136931
ERVW-4	
PROZ	ENSG00000126231
EEF1B2P2	ENSG00000213864
RICTOR	ENSG00000164327
PEBP4	ENSG00000134020
FTH1	ENSG00000167996
PKN2	ENSG00000065243
LILRA4	
FZD3	ENSG00000104290
EPM2A	ENSG00000112425
ASAH1	ENSG00000104763
SH2D1A	ENSG00000183918
CYP2C18	ENSG00000108242
PIK3R3	ENSG00000117461
EPHB3	ENSG00000182580
TNFRSF8	ENSG00000120949
SLC3A2	ENSG00000168003
SULF2	ENSG00000196562
ERCM1	
CACNA1C	
ANO1	ENSG00000131620
KCNC3	ENSG00000131398
PSMC1	ENSG00000100764
PDE1B	ENSG00000123360
GC	ENSG00000145321
FRA8B	
IFNA21	ENSG00000137080
ETV5	ENSG00000244405
LAMC3	ENSG00000050555
VAV1	ENSG00000141968
KCNJ9	ENSG00000162728
CTSS	ENSG00000163131
SLC44A4	
S100A4	ENSG00000196154
ADCYAP1R1	ENSG00000078549
A12M3	
CYP17A1	ENSG00000148795
ZBTB22	
TCL1A	ENSG00000100721
MME	ENSG00000196549
PTTG1	ENSG00000164611
PIK3CB	ENSG00000051382
ABCA1	ENSG00000165029
TAS2R46	
OPN1MW	ENSG00000268221
TNIK	ENSG00000154310
CA9	ENSG00000107159
HK1	ENSG00000156515
BIN1	ENSG00000136717
ACADSB	ENSG00000196177
TRGV3	ENSG00000211699
ACTG1P10	
CHRNA5	ENSG00000169684
PDE4A	ENSG00000065989
ADCYAP1	ENSG00000141433
TSHR	ENSG00000165409
IKBKE	ENSG00000263528
SKOR2	ENSG00000215474
DDAH1	ENSG00000153904
KIR2DS4	
CXCR4	ENSG00000121966
HK3	ENSG00000160883
PCGF3	ENSG00000185619
COX6A1P1	
COL5A2	ENSG00000204262
FDXR	ENSG00000161513
KCNS1	ENSG00000124134
CNTFR	ENSG00000122756
UBR1	ENSG00000159459
RALA	ENSG00000006451
ACTBP8	
PSPH	ENSG00000146733
MTRF1L	ENSG00000112031
CHRNB4	ENSG00000117971
SIGMAR1	ENSG00000147955
TLR9	ENSG00000239732
ATAD5	ENSG00000176208
DBT	ENSG00000137992
CLCN6	ENSG00000011021
CCN2	ENSG00000118523
EDA	ENSG00000158813
CD19	ENSG00000177455
FYN	ENSG00000010810
GH1	ENSG00000259384
LUC7L2	ENSG00000146963
GKP5	
SULT1A4	ENSG00000213648
TRDMT1	ENSG00000107614
ACTBP4	
MPST	ENSG00000128309
RPL9P7	ENSG00000238103
MLH1	ENSG00000076242
ACE	ENSG00000159640
SNAP91	ENSG00000065609
BBOX1	ENSG00000129151
STX2	ENSG00000111450
MYD88	ENSG00000172936
IL2RB	ENSG00000100385
FRA2C	
KRT18	ENSG00000111057
ADAM3B	ENSG00000260089
BCAR3	ENSG00000137936
ANPEP	ENSG00000166825
CCDC148	ENSG00000153237
UBA1	ENSG00000130985
ECI1	ENSG00000167969
TRIB3	ENSG00000101255
ESRRB	ENSG00000119715
MGAM2	
C8B	ENSG00000021852
ANG	ENSG00000214274
FRA13D	
LPAR5	ENSG00000184574
HCRTR2	ENSG00000137252
FCGR3B	ENSG00000162747
NQO1	ENSG00000181019
DBIP1	
IL4R	ENSG00000077238
DAXX	
NPAS3	ENSG00000151322
BAP1	ENSG00000163930
CHRNA2	ENSG00000120903
GNAS	ENSG00000087460
AANAT	ENSG00000129673
CASP9	ENSG00000132906
EIF5AP3	
PSMD10P3	ENSG00000232041
PSMB3P1	ENSG00000258907
TNFRSF10C	ENSG00000173535
NKX3-2	ENSG00000109705
NDUFB1	ENSG00000183648
BAZ2B	ENSG00000123636
SDC1	ENSG00000115884
HDAC1	ENSG00000116478
HRAS	
BTS1	
GABRR1	ENSG00000146276
RPL24	ENSG00000114391
BNIP3L	ENSG00000104765
IL1R1	ENSG00000115594
NSD2	ENSG00000109685
CAT	ENSG00000121691
CD59	ENSG00000085063
PDE8B	
UBE2T	ENSG00000077152
FCER1G	ENSG00000158869
TSC1	ENSG00000165699
IL7R	ENSG00000168685
SERPINE1	ENSG00000106366
NCF4	
FRA11F	
CD7	ENSG00000173762
ACAT1	ENSG00000075239
HYAL2	ENSG00000068001
TBK1	ENSG00000183735
CHRM5	ENSG00000184984
HOXA13	ENSG00000106031
ASIC4	ENSG00000072182
GHRH	
VCAN	ENSG00000038427
SULT2B1	ENSG00000088002
ARHGAP6	ENSG00000047648
HFE	ENSG00000010704
FNTAP2	
PPARG	ENSG00000132170
SAA1	
SCGB3A1	ENSG00000161055
CAPN10	ENSG00000142330
PPCDC	ENSG00000138621
PTK2B	ENSG00000120899
GGPS1	ENSG00000152904
SYK	ENSG00000165025
DDX43	ENSG00000080007
MC3R	ENSG00000124089
C5	ENSG00000106804
CLEC12A	ENSG00000172322
IL5RA	ENSG00000091181
BCL2L2	ENSG00000129473
GUCY1A2	ENSG00000152402
RBP4	ENSG00000138207
ATP1B3	ENSG00000069849
SRD5A3	ENSG00000128039
AMY1B	ENSG00000174876
APBA1	
SNX9	ENSG00000130340
RPS19	ENSG00000105372
AQP9	ENSG00000103569
IL23A	ENSG00000110944
CDK9	ENSG00000136807
EIF2AK3	ENSG00000172071
ATM	ENSG00000149311
XDH	ENSG00000158125
THY1	ENSG00000154096
RGS5	ENSG00000143248
SLK	ENSG00000065613
IL17C	ENSG00000124391
PARG	ENSG00000227345
SETD4	ENSG00000185917
SPECC1L-ADORA2A	ENSG00000258555
SERPING1	ENSG00000149131
RPS13	ENSG00000110700
NODAL	ENSG00000156574
ITGAL	ENSG00000005844
GOLGA3	ENSG00000090615
ACSL1	ENSG00000151726
ATP4B	ENSG00000186009
SLC22A4	ENSG00000197208
GSTP1	ENSG00000084207
POLR1HASP	
PRKCH	ENSG00000027075
EDAR	ENSG00000135960
CDSN	
MSR1	ENSG00000038945
F7R	
RIT1	ENSG00000143622
GGTL2	
CSE1L	ENSG00000124207
EIF4E	ENSG00000151247
NUP153	ENSG00000124789
LYVE1	ENSG00000133800
OPRK1	ENSG00000082556
IAPP	ENSG00000121351
ANOP1	
CHRNB2	ENSG00000160716
GBP1	ENSG00000117228
PGRMC1	ENSG00000101856
TBXA2R	ENSG00000006638
RGS8	ENSG00000135824
C8G	ENSG00000176919
DGKA	ENSG00000065357
BSCL2	ENSG00000168000
MBL2	ENSG00000165471
TCF19	
NR2C1	ENSG00000120798
ATP5F1AP2	
ATP7A	ENSG00000165240
RXRA	ENSG00000186350
ARVCF	ENSG00000099889
MYC	ENSG00000136997
STAT4	ENSG00000138378
OGFR	ENSG00000060491
GART	
NOD1	ENSG00000106100
ASIC3	ENSG00000213199
RAMP3	ENSG00000122679
ALDH1B1	ENSG00000137124
MR1	ENSG00000153029
SPTBN1	ENSG00000115306
MYH14	ENSG00000105357
WT1	ENSG00000184937
ARSB	ENSG00000113273
LMNTD1	ENSG00000152936
POLE3	ENSG00000148229
SMG1	ENSG00000157106
TUBB2A	ENSG00000137267
NECTIN4	ENSG00000143217
IFNA2	ENSG00000188379
UBE2N	ENSG00000177889
CASP14	ENSG00000105141
A2M	ENSG00000175899
NRAS	ENSG00000213281
PPP3R1	ENSG00000221823
ADO	ENSG00000181915
PSMB11	ENSG00000222028
CCDC77	ENSG00000120647
SCT	
IDO1	ENSG00000131203
FRA2B	
ADORA1	ENSG00000163485
PTPRC	
ATP1B1P1	
HYOU1	
GNL1	
NALCN	ENSG00000102452
CYP26B1	ENSG00000003137
LAMA4	ENSG00000112769
LAP3	ENSG00000002549
COL4A5	ENSG00000188153
FRA1F	
PROS1	ENSG00000184500
HIVEP2	ENSG00000010818
CCL22	ENSG00000102962
TRAT1	ENSG00000163519
DSC3	ENSG00000134762
TPP1	ENSG00000166340
PMEL	ENSG00000185664
CANX	
PPM1D	ENSG00000170836
