hgnc_id,symbol,locus_type,seq_region,start,stop
"696","ARL5A","gene with protein product","2","151788984","151828492"
"697","ARL6IP1","gene with protein product","16","18791669","18801572"
"698","ARL4C","gene with protein product","2","234493041","234497081"
"700","ARNT","gene with protein product","1","150809713","150876708"
"701","ARNTL","gene with protein product","11","13276652","13387266"
"703","ARPC1A","gene with protein product","7","99325898","99366262"
"704","ARPC1B","gene with protein product","7","99374249","99394816"
"705","ARPC2","gene with protein product","2","218217141","218254356"
"706","ARPC3","gene with protein product","12","110434823","110450422"
"707","ARPC4","gene with protein product","3","9792495","9807101"
"708","ARPC5","gene with protein product","1","183620846","183635783"
"710","ARR3","gene with protein product","X","70268305","70281840"
"711","ARRB1","gene with protein product","11","75260122","75351705"
"712","ARRB2","gene with protein product","17","4710596","4721499"
"713","ARSA","gene with protein product","22","50622754","50628173"
"714","ARSB","gene with protein product","5","78777209","78986087"
"716","ARSC2","unknown","","",""
"717","ARSD","gene with protein product","X","2903972","2929349"
"718","ARSDP1","pseudogene","Y","12354096","12387328"
"719","ARSL","gene with protein product","X","2934045","2968475"
"720","ARSLP1","pseudogene","Y","12339813","12347495"
"721","ARSF","gene with protein product","X","3041471","3112727"
"722","ARSFP1","pseudogene","Y","12252321","12258033"
"723","ART1","gene with protein product","11","3645128","3664416"
"724","ART2P","pseudogene","11","72519986","72521733"
"725","ART3","gene with protein product","4","76011184","76112802"
"726","ART4","gene with protein product","12","14825569","14843526"
"727","ARTN","gene with protein product","1","43933320","43937240"
"728","ARVCF","gene with protein product","22","19969896","20016823"
"735","ASAH1","gene with protein product","8","18055992","18084998"
"736","NAAA","gene with protein product","4","75913660","75941013"
"738","ASCL1","gene with protein product","12","102957674","102960513"
"739","ASCL2","gene with protein product","11","2268498","2270588"
"740","ASCL3","gene with protein product","11","8937578","8943016"
"742","ASGR1","gene with protein product","17","7173431","7179564"
"743","ASGR2","gene with protein product","17","7101322","7115700"
"744","ASH2L","gene with protein product","8","38105493","38144076"
"745","ASIP","gene with protein product","20","34194569","34269344"
"746","ASL","gene with protein product","7","66075800","66094697"
"747","ASLP1","pseudogene","22","23649213","23653334"
"750","ASMT","gene with protein product","X","1615059","1643081"
"751","ASMTL","gene with protein product","X","1403139","1453762"
"752","GET3","gene with protein product","19","12737139","12748323"
"753","ASNS","gene with protein product","7","97851677","97872542"
"754","ASNSP1","pseudogene","8","46579213","46638886"
"755","ASNSP2","pseudogene","","",""
"756","ASPA","gene with protein product","17","3472374","3503405"
"757","ASPH","gene with protein product","8","61500556","61714640"
"758","ASS1","gene with protein product","9","130444961","130501274"
"759","ASS1P1","pseudogene","6","25023247","25024483"
"760","ASS1P10","pseudogene","5","145228811","145230054"
"761","ASS1P11","pseudogene","7","21220213","21221428"
"762","ASS1P12","pseudogene","9","32945996","32947222"
"763","ASS1P13","pseudogene","11","107176286","107177530"
"764","ASS1P14","pseudogene","12","32985838","32987070"
"765","ASS1P2","pseudogene","2","38810432","38811654"
"766","ASS1P3","pseudogene","9","78178263","78179512"
"767","ASS1P4","pseudogene","X","3367149","3368382"
"768","ASS1P5","pseudogene","X","115664895","115666133"
"769","ASS1P6","pseudogene","Y","11922536","11923769"
"770","ASS1P7","pseudogene","3","177297161","177298386"
"771","ASS1P8","pseudogene","4","148526493","148527139"
"772","ASS1P9","pseudogene","5","53859166","53860401"
"773","ASTN1","gene with protein product","1","176857302","177164973"
"775","SERPINC1","gene with protein product","1","173903800","173917327"
"777","ZFHX3","gene with protein product","16","72782885","73891871"
"779","ATCAY","gene with protein product","19","3879864","3928082"
"782","ATE1","gene with protein product","10","121709393","121928801"
"783","ATF1","gene with protein product","12","50763710","50821162"
"784","ATF2","gene with protein product","2","175072250","175168382"
"785","ATF3","gene with protein product","1","212565334","212620777"
"786","ATF4","gene with protein product","22","39519695","39522683"
"787","ATF4P4","pseudogene","11","113789231","113791366"
"788","ATF4P3","pseudogene","17","76225751","76226806"
"789","ATF4P1","pseudogene","X","154622428","154623500"
"790","ATF5","gene with protein product","19","49928702","49933935"
"791","ATF6","gene with protein product","1","161766298","161977574"
"792","ATF7","gene with protein product","12","53507856","53626410"
"794","ATIC","gene with protein product","2","215311956","215349773"
"795","ATM","gene with protein product","11","108223044","108369102"
"797","ATOH1","gene with protein product","4","93828753","93830964"
"798","ATOX1","gene with protein product","5","151742316","151772532"
"799","ATP1A1","gene with protein product","1","116372668","116410261"
"800","ATP1A2","gene with protein product","1","160115759","160143591"
"801","ATP1A3","gene with protein product","19","41966582","41997497"
"804","ATP1B1","gene with protein product","1","169105697","169310992"
"805","ATP1B2","gene with protein product","17","7646627","7657770"
"806","ATP1B3","gene with protein product","3","141876124","141926549"
"807","ATP1B3P1","pseudogene","2","60734895","60735715"
"808","ATP1B4","gene with protein product","X","120362085","120383249"
"809","ATP1B1P1","pseudogene","4","42029209","42030123"
"811","ATP2A1","gene with protein product","16","28878405","28904466"
"812","ATP2A2","gene with protein product","12","110280756","110351093"
"813","ATP2A3","gene with protein product","17","3923870","3964464"
"814","ATP2B1","gene with protein product","12","89588049","89709300"
"815","ATP2B2","gene with protein product","3","10324023","10708007"
"816","ATP2B3","gene with protein product","X","153517642","153582939"
"817","ATP2B4","gene with protein product","1","203626787","203744081"
"819","ATP4A","gene with protein product","19","35550031","35563658"
"820","ATP4B","gene with protein product","13","113648804","113658198"
"823","ATP5F1A","gene with protein product","18","46080248","46104334"
"827","ATP5F1AP1","pseudogene","9","42410830","42412150"
"828","ATP5F1AP2","pseudogene","2","155269633","155270134"
"829","ATP5F1AP3","pseudogene","16","72005037","72006543"
"830","ATP5F1B","gene with protein product","12","56638175","56645984"
"831","ATP5F1BP1","pseudogene","2","98206151","98207724"
"833","ATP5F1C","gene with protein product","10","7788147","7807815"
"834","ATP5F1CP1","pseudogene","14","53991101","53991995"
"837","ATP5F1D","gene with protein product","19","1241746","1244825"
"838","ATP5F1E","gene with protein product","20","59025475","59032345"
"839","ATP5F1EP1","pseudogene","4","105532475","105532630"
"840","ATP5PB","gene with protein product","1","111448864","111462773"
"841","ATP5MC1","gene with protein product","17","48892765","48895871"
"842","ATP5MC2","gene with protein product","12","53632726","53677408"
"843","ATP5MC3","gene with protein product","2","175176258","175181710"
"844","ATP5MC2P1","pseudogene","1","209267798","209268223"
"845","ATP5PD","gene with protein product","17","75038863","75046985"
"846","ATP5ME","gene with protein product","4","672436","674330"
"847","ATP5PF","gene with protein product","21","25716503","25735673"
"848","ATP5MF","gene with protein product","7","99448475","99466186"
"849","ATP5MFP1","pseudogene","21","36388878","36389112"
"850","ATP5PO","gene with protein product","21","33903453","33915814"
"851","ATP6V1A","gene with protein product","3","113747033","113812056"
"853","ATP6V1B1","gene with protein product","2","70935900","70965431"
"854","ATP6V1B2","gene with protein product","8","20197381","20226819"
"855","ATP6V0C","gene with protein product","16","2513952","2520218"
"856","ATP6V1C1","gene with protein product","8","103021063","103073051"
"857","ATP6V1E1","gene with protein product","22","17592136","17628749"
"858","ATP6V1E1P3","pseudogene","12","64338178","64338797"
"859","ATP6V1E1P1","pseudogene","1","42903232","42903912"
"860","ATP6V1E1P2","pseudogene","18","26952201","26952558"
"861","ATP6V0B","gene with protein product","1","43974487","43978295"
"862","ATP6V1G2","gene with protein product","6","31544444","31548427"
"863","ATP6V0E1","gene with protein product","5","172983771","173035445"
"864","ATP6V1G1","gene with protein product","9","114587706","114598915"
"865","ATP6V0A1","gene with protein product","17","42458844","42522582"
"866","ATP6V0A4","gene with protein product","7","138706294","138799560"
"868","ATP6AP1","gene with protein product","X","154428633","154436516"
"869","ATP7A","gene with protein product","X","77910690","78050395"
"870","ATP7B","gene with protein product","13","51930436","52012125"
"871","ATP5IF1","gene with protein product","1","28236109","28246906"
"877","ALDH7A1","gene with protein product","5","126531200","126595362"
"878","ALDH7A1P1","pseudogene","5","77290268","77291800"
"879","ALDH7A1P2","pseudogene","2","172893763","172894383"
"880","ALDH7A1P3","pseudogene","7","150541754","150542098"
"881","ALDH7A1P4","pseudogene","10","62741208","62741385"
"882","ATR","gene with protein product","3","142449007","142578733"
"885","ATRN","gene with protein product","20","3471018","3651118"
"886","ATRX","gene with protein product","X","77504880","77786233"
"888","KIF1A","gene with protein product","2","240713761","240824293"
"890","AUH","gene with protein product","9","91213815","91361918"
"891","AUP1","gene with protein product","2","74526645","74529760"
"894","AVP","gene with protein product","20","3082556","3084724"
"895","AVPR1A","gene with protein product","12","63142759","63151201"
"896","AVPR1B","gene with protein product","1","206106936","206117699"
